col_no,pos_fr_rd,treatment,time_point,date,action,reorg_or_removed_box,numerical_trt,gross_wt_lbs,bip_style_fob,hobo_no,hobo_sensor_status_30_Sep,logger_connection_issue,end_of_file_issue,rh_sensor_propolis,water_amt_0-3,oct1_feeder_type,cups_fed,aec_towel_perc_remaining,time,q_status,q_event,brd_pattern,remove,notes,col_hist,location_on_9-19,date_brd_inspection_wax_virus,date_brd_exam,viral_sample_tf,wax_sample_tf,alc_sample_tf,alc_jar_no,mites_recov_3_washes,extra_mites_by_2-clear_rinses,mites_recov_total,gm_wt_100_bees,gm_wt_total_bee_sample,est_bee_num_by_wt,perc_phoretic_mites_by_weight,date_brd_pattern_assessed,disorders,dr_brood_exam_tf,dr_infested_num,dr_exhumed_num,wk_brood_exam_tf,infested_in_first_200_cells_num,extra_wk_infested_num,extra_wk_exhumed_num,dwv_num_sides_obs,dwv_tf,cdb_num_sides_obs,prev_bees_tot_sides,prev_cap_brd_tot_sides,prev_dr_capbrd_tot_sides,prev_honey_tot_sides,prev_pollen_tot_sides,prev_wk_capbrd_tot_sides,cap_brd_tot_sides_rm,dr_capbrd_tot_sides_rm,honey_tot_sides_removed,pollen_tot_sides_removed,bees_tot_sides,cap_brd_tot_sides,dr_capbrd_tot_sides,honey_tot_sides,pollen_tot_sides,wk_capbrd_tot_sides,est_sides_brood_incl_open,est_sides_used_space,est_sides_free_space,9.23_honey_addition_sides,9.23_pollen_addition_sides,bees_num,dr_capbrd_cells_num,revised_honey_tot_sides,revised_pollen_tot_sides,wrk_capbrd_cells_num,phoretic_mites_num_estimate,dr_cells_infested_estimate,wk_cells_infested_estimate,mites_total_estimate,sides_honey_short_of_9,lbs_to_feed,gallons_to_feed_total_wrong_estimate,gals_fed_round_1,lbs_fed_round_1,sides_added_round_1,new_sides_total,sides_honey_short_of_12,lbs_per_side,lbs_to_feed_round_2,gals_to_feed_round_2
2,17,Apiguard_Api,16,11-Oct,Remove water and assess amt,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D17,18,Apiguard_Api,16,11-Oct,Remove water and assess amt,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D19,19,Apiguard_Api,16,11-Oct,Remove water and assess amt,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
8,20,Apiguard_Api,16,11-Oct,Remove water and assess amt,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
L75,21,Apiguard_Api,16,11-Oct,Remove water and assess amt,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D21,22,Apivar,16,11-Oct,Remove water and assess amt,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D22,23,AEC,16,11-Oct,Remove water and assess amt,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D23,24,AEC,16,11-Oct,Remove water and assess amt,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
C12,25,Apiguard_Api,16,11-Oct,Remove water and assess amt,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D24,26,Apiguard_Api,16,11-Oct,Remove water and assess amt,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D12,27,AEC,16,11-Oct,Remove water and assess amt,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D33,28,AEC,16,11-Oct,Remove water and assess amt,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D27,29,Apiguard_Api,16,11-Oct,Remove water and assess amt,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D28,30,Apiguard_Api,16,11-Oct,Remove water and assess amt,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D30,31,AEC,16,11-Oct,Remove water and assess amt,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
C33,32,Apivar,16,11-Oct,Remove water and assess amt,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
C6,33,Apiguard_Api,16,11-Oct,Remove water and assess amt,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
BC15,34,Apivar,16,11-Oct,Remove water and assess amt,,,,,,,,,,3,,,,,,,,,Bit of a dead bee trap between the bb closure and the mesh floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
N42,35,AEC,16,11-Oct,Remove water and assess amt,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D26,36,AEC,16,11-Oct,Remove water and assess amt,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
L76,37,Apivar,16,11-Oct,Remove water and assess amt,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
62,38,Apivar,16,11-Oct,Remove water and assess amt,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
N22,39,Apivar,16,11-Oct,Remove water and assess amt,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
L79,40,AEC,16,11-Oct,Remove water and assess amt,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
4,41,AEC,16,11-Oct,Remove water and assess amt,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
S1,42,Apiguard_Api,16,11-Oct,Remove water and assess amt,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
17,43,Apivar,16,11-Oct,Remove water and assess amt,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
C8,44,Apiguard_Api,16,11-Oct,Remove water and assess amt,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
C2,45,AEC,16,11-Oct,Remove water and assess amt,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
N51,46,AEC,16,11-Oct,Remove water and assess amt,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
C15,47,Apivar,16,11-Oct,Remove water and assess amt,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
D10,1,Apiguard_Api,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,9:20,QR,,3,,,,,,16-Oct,,,,,7,0,7,,,300,2.3,,,,,,,33,,,,,,,,,,,,,,,,5.925,2.9,0,9.7,1.175,2.9,5.1,16.0,18.1,,,7198.88,0.00,9.70,1.18,9697.60,167.97,,1600.10,1768.08,,,,,,,,,,,
D20,2,Apivar,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,9:28,QS-B,,2,,,,,,16-Oct,,,,,8,0,8,,,300,2.7,,,,,,,64,,,,,,,,,,,,,,,,5.925,1.85,0,8.875,0.925,1.85,3.2,13.0,21.0,,,7198.88,0.00,8.88,0.93,6186.40,191.97,,1979.65,2171.62,,,,,,,,,,,
D15,3,AEC,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,100,9:34,QR,,3.5,,,,,,16-Oct,,,,,5,0,5,,,300,1.7,,,,,,,24,,,,,,,,,,,,,,,,10.9,1.95,0,9.55,1.075,1.95,3.4,14.0,20.0,,,13243.50,0.00,9.55,1.08,6520.80,220.73,,782.50,1003.22,,,,,,,,,,,
D16,4,AEC,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,100,9:40,QS-B,,2.5,,,,,,16-Oct,,,,,0,0,0,,,300,0.0,,,,,,,18,,,,,,,,,,,,,,,,13,3.2,0,8.3,0.8,3.2,5.6,14.7,19.3,,,15795.00,0.00,8.30,0.80,10700.80,0.00,,963.07,963.07,,,,,,,,,,,
D5,5,Apivar,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,9:48,QR,,2,,,,,,16-Oct,,,,,6,0,6,,,300,2.0,,,,,,,34,,,,,,,,,,,,,,,,4.675,1.525,0,5.575,1.675,1.525,2.7,9.9,24.1,,,5680.13,0.00,5.58,1.68,5099.60,113.60,,866.93,980.53,,,,,,,,,,,
D6,6,Apiguard_Api,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,9:57,QS-B,,3.5,,,,,,16-Oct,,,,,8,0,8,,,300,2.7,,,,,,,18,,,,,,,,,,,,,,,,11.55,3.75,0,6.025,2.75,3.75,6.6,15.3,18.7,,,14033.25,0.00,6.03,2.75,12540.00,374.22,,1128.60,1502.82,,,,,,,,,,,
9,7,Apivar,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,10:06,QR,,2.5,,,,,,16-Oct,,,,,1,NA,1,,,300,0.3,,,,,,,21,,,,,,,,,,,,,,,,15.3,2.625,0,9.1,1.625,2.625,4.6,15.3,18.7,,,18589.50,0.00,9.10,1.63,8778.00,61.97,,921.69,983.66,,,,,,,,,,,
D7,8,Apivar,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,14:36,QR,,2,2,Few bees; weak,,,,16-Oct,,,,,8,1,9,,,300,3.0,,,,,,,53,,,,,,,,,,,,,,,,3.4,2.4,0,4.15,3.05,2.4,4.2,11.4,22.6,,,4131.00,0.00,4.15,3.05,8025.60,123.93,,2126.78,2250.71,,,,,,,,,,,
D8,9,Apivar,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,14:41,QS-B,,2,,,,,,16-Oct,,,,,3,1,4,,,300,1.3,,,,,,,,,,,,,,,,,,,,,,,4.475,1.275,0,11.1,1.875,1.275,2.2,15.2,18.8,,,5437.13,0.00,11.10,1.88,4263.60,72.50,,0.00,,,,,,,,,,,,
RC1,10,Apivar,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,14:48,QS-B,,2.5,,,,,,16-Oct,,,,,1,0,1,,,300,0.3,,,,,,,6,,,,,,,,,,,,,,,,3.525,3.475,0,5.9,2.475,3.475,6.1,14.5,19.5,,,4282.88,0.00,5.90,2.48,11620.40,14.28,,348.61,362.89,,,,,,,,,,,
D11,11,Apivar,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,14:54,QS-B,,1.5,,,,,,16-Oct,,,,,7,0,7,,,300,2.3,,,,,,,44,,,,,,,,,,,,,,,,4,1.775,0,9.225,1.45,1.775,3.1,13.8,20.2,,,4860.00,0.00,9.23,1.45,5935.60,113.40,,1305.83,1419.23,,,,,,,,,,,
D25,12,Apivar,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,15:00,QS-B,,2.5,,,,,,16-Oct,,,,,8,0,8,,,300,2.7,,,,,,,59,,,,,,,,,,,,,,,,7.025,2.875,0,6.075,2.05,2.875,5.0,13.2,20.8,,,8535.38,0.00,6.08,2.05,9614.00,227.61,,2836.13,3063.74,,,,,,,,,,,
D13,13,Apiguard_Api,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,15:06,QR,,2,1,Weak,,,,16-Oct,,,,,4,0,4,,,300,1.3,,,,,,,11,,,,,,,,,,,,,,,,2.3,1.675,0,3.7,0.975,1.675,2.9,7.6,26.4,,,2794.50,0.00,3.70,0.98,5601.20,37.26,,308.07,345.33,,,,,,,,,,,
N5,14,AEC,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,100,15:12,QS-P,,3.5,,,,,,16-Oct,,,,,1,0,1,,,300,0.3,,,,,,,6,,,,,,,,,,,,,,,,7.15,3.05,0,6.7,1.475,3.05,5.3,13.5,20.5,,,8687.25,0.00,6.70,1.48,10199.20,28.96,,305.98,334.93,,,,,,,,,,,
N68,15,AEC,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,100,13:19,QR,,3,,95% of towel remaining,,,,16-Oct,,,,,1,0,1,,,300,0.3,,,,,,,36,,,,,,,,,,,,,,,,12.05,3.225,0,11.85,4.5,3.225,5.6,22.0,12.0,,,14640.75,0.00,11.85,4.50,10784.40,48.80,,1941.19,1989.99,,,,,,,,,,,
D3,16,Apiguard_Api,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,13:25,QS-P,,3,2,,,,,16-Oct,,,,,12,0,12,,,300,4.0,,,,,,,14,,,,,,,,,,,,,,,,3.2,1.95,0,8.725,1.025,1.95,3.4,13.2,20.8,,,3888.00,0.00,8.73,1.03,6520.80,155.52,,456.46,611.98,,,,,,,,,,,
2,17,Apiguard_Api,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,13:33,QR,,3,,,,,,16-Oct,,,,,0,NA,0,,,300,0.0,,,,,,,,,,,,,,,,,,,,,,,5.65,3.45,0,17,2.175,3.45,6.0,25.2,8.8,,,6864.75,0.00,17.00,2.18,11536.80,0.00,,0.00,,,,,,,,,,,,
D17,18,Apiguard_Api,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,13:39,QS-MP,,3.5,,,,,,16-Oct,,,,,2,0,2,,,300,0.7,,,,,,,1,,,,,,,,,,,,,,,,8.85,3.875,0,11.625,3,3.875,6.8,21.4,12.6,,,10752.75,0.00,11.63,3.00,12958.00,71.69,,64.79,136.48,,,,,,,,,,,
D19,19,Apiguard_Api,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,13:45,QS-P,,2.5,,,,,,16-Oct,,,,,2,NA,2,,,300,0.7,,,,,,,,,,,,,,,,,,,,,,,4.2,2.65,0,6.775,0.675,2.65,4.6,12.1,21.9,,,5103.00,0.00,6.78,0.68,8861.60,34.02,,0.00,,,,,,,,,,,,
8,20,Apiguard_Api,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,13:51,QR,,3,,,,,,16-Oct,,,,,1,0,1,,,300,0.3,,,,,,,21,,,,,,,,,,,,,,,,5.95,3.025,0,8,0.925,3.025,5.3,14.2,19.8,,,7229.25,0.00,8.00,0.93,10115.60,24.10,,1062.14,1086.24,,,,,,,,,,,
L75,21,Apiguard_Api,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,11:16,QS-B,,2.5,,Quite weak,,,,16-Oct,,,,,3,NA,3,,,300,1.0,,,,,,,6,,,,,,,,,,,,,,,,4.75,2.1,0,9.775,0.6,2.1,3.7,14.1,20.0,,,5771.25,0.00,9.78,0.60,7022.40,57.71,,210.67,268.38,,,,,,,,,,,
D21,22,Apivar,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,11:24,QR,,3.5,,1x emergency cell torn down (must be from previous queenlessness),,,,16-Oct,,,,,13,NA,13,,,300,4.3,,,,,,,,,,,,,,,,,,,,,,,16,3.7,0.175,10.5,1.9,3.525,6.5,18.9,15.1,,,19440.00,377.30,10.50,1.90,11787.60,842.40,,0.00,,,,,,,,,,,,
D22,23,AEC,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,100,11:28,QR,,2.5,2,Fairly weak,,,,16-Oct,,,,,0,NA,0,,,300,0.0,,,,,,,33,,,,,,,,,,,,,,,,3.475,2.15,0,8,1.75,2.15,3.8,13.5,20.5,,,4222.13,0.00,8.00,1.75,7189.60,0.00,,1186.28,1186.28,,,,,,,,,,,
D23,24,AEC,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,100,11:35,QR,,2.5,2,Extremely weak,,,,16-Oct,,,,,0,NA,0,,,300,0.0,,,,,,,6,,,,,,,,,,,,,,,,2.7,1.875,0,8.375,1.775,1.875,3.3,13.4,20.6,,,3280.50,0.00,8.38,1.78,6270.00,0.00,,188.10,188.10,,,,,,,,,,,
C12,25,Apiguard_Api,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,11:38,QR,,3,2,Weak,,,,16-Oct,,,,,0,NA,0,,,300,0.0,,,,,,,,,,,,,,,,,,,,,,,3.1,2.95,0,2.05,0.575,2.95,5.2,7.8,26.2,,,3766.50,0.00,2.05,0.58,9864.80,0.00,,0.00,,,,,,,,,,,,
D24,26,Apiguard_Api,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,11:44,QL,Age of youngest worker brood is ~4th instar,3,,Weak,,,,16-Oct,,,,,4,NA,4,,,300,1.3,,,,,,,18,,,,,,,,,,,,,,,,5.25,2.45,0,6.625,1.075,2.45,4.3,12.0,22.0,,,6378.75,0.00,6.63,1.08,8192.80,85.05,,737.35,822.40,,,,,,,,,,,
D12,27,AEC,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,100,11:50,QR,,3,,,,,,16-Oct,,,,,1,NA,1,,,300,0.3,,,,,,,,,,,,,,,,,,,,,,,5.85,2.95,0,10.05,3.375,2.95,5.2,18.6,15.4,,,7107.75,0.00,10.05,3.38,9864.80,23.69,,0.00,,,,,,,,,,,,
D33,28,AEC,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,100,13:57,QS-B,,2,2,Light weight,,,,16-Oct,,,,,1,NA,1,,,300,0.3,,,,,,,,,,,,,,,,,,,,,,,2.925,1.225,0,6.5,1.625,1.225,2.1,10.3,23.7,,,3553.88,0.00,6.50,1.63,4096.40,11.85,,0.00,,,,,,,,,,,,
D27,29,Apiguard_Api,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,,QS-B,,2.5,,,,,,16-Oct,,,,,1,NA,1,,,300,0.3,,,,,,,,,,,,,,,,,,,,,,,4.675,2.025,0,5.525,0.875,2.025,3.5,9.9,24.1,,,5680.13,0.00,5.53,0.88,6771.60,18.93,,0.00,,,,,,,,,,,,
D28,30,Apiguard_Api,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,14:08,QR,,2.5,,,,,,16-Oct,,,,,2,NA,2,,,300,0.7,,,,,,,58,,,,,,,,,,,,,,,,8.05,3.575,0,5,2.675,3.575,6.3,13.9,20.1,,,9780.75,0.00,5.00,2.68,11954.80,65.21,,3466.89,3532.10,,,,,,,,,,,
D30,31,AEC,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,100,14:14,QS-B,,3,,,,,,16-Oct,,,,,4,0,4,,,300,1.3,,,,,,,,,,,,,,,,,,,,,,,12.3,5.75,0.025,6.875,1.475,5.725,10.1,18.4,15.6,,,14944.50,53.90,6.88,1.48,19144.40,199.26,,0.00,,,,,,,,,,,,
C33,32,Apivar,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,14:19,QR,,2.5,2,,,,,16-Oct,,,,,4,1,5,,,300,1.7,,,,,,,19,,,,,,,,,,,,,,,,3.275,1.925,0,8.025,2.125,1.925,3.4,13.5,20.5,,,3979.13,0.00,8.03,2.13,6437.20,66.32,,611.53,677.85,,,,,,,,,,,
C6,33,Apiguard_Api,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,14:26,QL,,2,1,Very weak,,,,16-Oct,,,,,5,0,5,,,300,1.7,,,,,,,10,,,,,,,,,,,,,,,,2.35,1.825,0,5.025,1.575,1.825,3.2,9.8,24.2,,,2855.25,0.00,5.03,1.58,6102.80,47.59,,305.14,352.73,,,,,,,,,,,
BC15,34,Apivar,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,11:56,QR,,3,,,,,,16-Oct,,,,,1,0,1,,,300,0.3,,,,,,,,,,,,,,,,,,,,,,,6.4,0.675,0.05,11.05,2.45,0.625,1.2,14.7,19.3,,,7776.00,107.80,11.05,2.45,2090.00,25.92,,0.00,,,,,,,,,,,,
N42,35,AEC,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,100,12:02,QR,,3,,,,,,16-Oct,,,,,0,1,1,,,300,0.3,,,,,,,2,2,150,,,,,,,,,,,,,,5.85,1.8,0,9.65,0.45,1.8,3.2,13.3,20.8,,,7107.75,0.00,9.65,0.45,6019.20,23.69,,60.19,83.88,,,,,,,,,,,
D26,36,AEC,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,100,12:09,QS-B,,3.5,,,,,,16-Oct,,,,,1,NA,1,,,300,0.3,,,,,,,23,,,,,,,,,,,,,,,,12.25,4.25,0,9.2,2.175,4.25,7.4,18.8,15.2,,,14883.75,0.00,9.20,2.18,14212.00,49.61,,1634.38,1683.99,,,,,,,,,,,
L76,37,Apivar,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,12:16,QR,,3.5,,,,,,16-Oct,,,,,1,0,1,,,300,0.3,,,,,,,,,,,,,,,,,,,,,,,12.9,4.7,0,18.85,2,4.7,8.2,29.1,4.9,,,15673.50,0.00,18.85,2.00,15716.80,52.25,,0.00,,,,,,,,,,,,
62,38,Apivar,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,12:22,QR,,3.5,,,,,,16-Oct,,,,,2,NA,2,,,300,0.7,,,,,,,7,,,,,,,,,,,,,,,,9.15,3.85,0,9.75,1.25,3.85,6.7,17.7,16.3,,,11117.25,0.00,9.75,1.25,12874.40,74.12,,450.60,524.72,,,,,,,,,,,
N22,39,Apivar,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,12:28,QS-NM,,2,1,Super weak. Flighty queen.,,,,16-Oct,,,,,6,NA,6,,,300,2.0,,,,,,,45,,,,,,,,,,,,,,,,1.975,0.95,0,7.275,0.225,0.95,1.7,9.2,24.8,,,2399.63,0.00,7.28,0.23,3176.80,47.99,,714.78,762.77,,,,,,,,,,,
L79,40,AEC,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,100,12:35,QS-MP,,3.5,,,,,,16-Oct,,,,,0,NA,0,,,300,0.0,,,,,,,7,,,,,,,,,,,,,,,,8.8,3.125,0,8.5,2.55,3.125,5.5,16.5,17.5,,,10692.00,0.00,8.50,2.55,10450.00,0.00,,365.75,365.75,,,,,,,,,,,
4,41,AEC,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,100,10:15,QS-MP,,3.5,,,,,,16-Oct,,,,,0,NA,0,,,300,0.0,,,,,,,,,,,,,,,,,,,,,,,6.975,2.45,0.075,8.55,0.175,2.375,4.3,13.0,21.0,,,8474.63,161.70,8.55,0.18,7942.00,0.00,,0.00,,,,,,,,,,,,
S1,42,Apiguard_Api,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,10:22,QS-B,,3.5,,,,,,16-Oct,,,,,0,NA,0,,,300,0.0,,,,,,,6,,,,,,,,,,,,,,,,8.225,3,0,8.575,1.575,3,5.3,15.4,18.6,,,9993.38,0.00,8.58,1.58,10032.00,0.00,,300.96,300.96,,,,,,,,,,,
17,43,Apivar,17,14-Oct,full assessment plus Falcon tube of bees and remove HOBO,,,,,,,,,,,,,,10:29,QS-B,,3,,,,,,16-Oct,,,,,2,NA,2,,,300,0.7,,,,,,,21,,,,,,,,,,,,,,,,8.75,3.85,0,7.15,1.275,3.85,6.7,15.2,18.8,,,10631.25,0.00,7.15,1.28,12874.40,70.88,,1351.81,1422.69,,,,,,,,,,,
